Unnamed: 0,Unnamed: 1,Unnamed: 2
,Provincia,PP
,Buenos Aires,57.14285714
,CABA,33.33333333
,Catamarca,53.84615385
,Chaco,12.5
,Chubut,100
,Córdoba,86.66666667
,Corrientes,60
,Entre Ríos,46.66666667
,Formosa,0
,Jujuy,63.63636364
,La Pampa,81.81818182
,La Rioja,57.14285714
,Mendoza,64.70588235
,Misiones,62.5
,Neuquén,41.17647059
,Río Negro,50
,Salta,84.61538462
,San Juan,42.85714286
,San Luis,77.77777778
,Santa Cruz,46.66666667
,Santa Fe,100
,Santiago del Estero,100
,TdF,30
,Tucumán,66.66666667
