Provincia,Alianza,Año elección,Cargo,Subcategoria Cargo,Posicion,Apellido,Nombres,Género
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,14,Iparraguirre,Rogelio,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,15,Macha,Monica Fernanda,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,16,Menendez,Daniel Alejandro,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,17,Moran,Micaela,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,18,Correa,Jorge Walter,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,19,Bernazza,Claudia Alicia,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,20,D'Onofrio,Jorge Alberto,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,21,Castro,Daniela Emma,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,22,Vespertino Koenig,Marcelo Christian,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,23,Gras Buscetto,Mariana Agustina,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,24,Pinedo,Mariano,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,25,Bertino,Fabiana Beatriz,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,26,Garcia,Angel Domingo,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,27,Peluso,Natalia Soledad,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,28,Lopez,Marcelo Ruben,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,29,Bellotta,Araceli Viviana,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,30,Carril,Adrian Maximiliano,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,31,Ferrari,Julieta,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,32,Laviuzza,Jorge Luis,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,33,Eyras,Maria Guillermina,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,34,Forlenza,Cristian Javier,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Titulares,35,Actis Perinetto,Florencia,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Suplentes,1,Ortega,Carlos Alberto,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Suplentes,2,Caputo,Tania Alejandra,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Suplentes,3,Rodriguez Saa,Nicolas Marcelo,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Suplentes,4,Braiza,Maria Laura,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Suplentes,5,Grande,Carlos Alberto,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Suplentes,6,Antognini,Carolina Jimena,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Suplentes,7,Smith,Jorge Mario,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Suplentes,8,Vienni,Laura,F
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Suplentes,9,Mogliani,Armando Luis,M
Buenos Aires,Frente De Todos Pba,2021,Diputados Nacionales,Suplentes,10,Compte,Barbara Eva,F
Buenos Aires,1Pais,2017,Senadores Nacionales,Titulares,1,Massa,Sergio Tomas,M
Buenos Aires,1Pais,2017,Senadores Nacionales,Titulares,2,Stolbizer,Margarita Rosa,F
Buenos Aires,1Pais,2017,Senadores Nacionales,Suplentes,1,Britos,Guillermo Alejandro,M
Buenos Aires,1Pais,2017,Senadores Nacionales,Suplentes,2,Mayol,Sandra Marcela,F
Buenos Aires,Unidad Ciudadana,2017,Senadores Nacionales,Titulares,1,Fernandez De Kirchner,Cristina Elisabet,F
Buenos Aires,Unidad Ciudadana,2017,Senadores Nacionales,Titulares,2,Taiana,Jorge Enrique,M
Buenos Aires,Unidad Ciudadana,2017,Senadores Nacionales,Suplentes,1,Di Tullio,Juliana,F
Buenos Aires,Unidad Ciudadana,2017,Senadores Nacionales,Suplentes,2,Recalde,Hector,M
Buenos Aires,Cambiemos Buenos Aires,2017,Senadores Nacionales,Titulares,1,Bullrich,Esteban Jose,M
Buenos Aires,Cambiemos Buenos Aires,2017,Senadores Nacionales,Titulares,2,Gonzalez,Gladys,F
Buenos Aires,Cambiemos Buenos Aires,2017,Senadores Nacionales,Suplentes,1,Torello,Jose Maria,M
Buenos Aires,Cambiemos Buenos Aires,2017,Senadores Nacionales,Suplentes,2,Estrada,Helena,F
Buenos Aires,Frente Justicialista,2017,Senadores Nacionales,Titulares,1,Randazzo,Florencio,M
Buenos Aires,Frente Justicialista,2017,Senadores Nacionales,Titulares,2,Casamiquela,Maria Florencia,F
Buenos Aires,Frente Justicialista,2017,Senadores Nacionales,Suplentes,1,Cafiero,Santiago,M
Buenos Aires,Frente Justicialista,2017,Senadores Nacionales,Suplentes,2,Cubria,Patricia,F
Buenos Aires,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Titulares,1,Pitrola,Nestor Antonio,M
Buenos Aires,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Titulares,2,Datri,Andrea Iris,F
Buenos Aires,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Suplentes,1,Reynoso,Edgardo Ernesto,M
Buenos Aires,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Suplentes,2,Pereyra,Patricia,F
Catamarca,Corriente De Pensamiento Bonaerense,2021,Diputados Nacionales,Titulares,1,Centeno,Jose Luis,M
Catamarca,Corriente De Pensamiento Bonaerense,2021,Diputados Nacionales,Titulares,2,Monllau,Ana Beatriz,F
Catamarca,Corriente De Pensamiento Bonaerense,2021,Diputados Nacionales,Titulares,3,Soler,Mario Martin Pacifico,M
Catamarca,Corriente De Pensamiento Bonaerense,2021,Diputados Nacionales,Suplentes,1,Santillan,Silvia Teresa,F
Catamarca,Corriente De Pensamiento Bonaerense,2021,Diputados Nacionales,Suplentes,2,Oyola,Ramon Alberto,M
Catamarca,Corriente De Pensamiento Bonaerense,2021,Diputados Nacionales,Suplentes,3,Schmidt,Ana Maria,F
Catamarca,Corriente De Pensamiento Bonaerense,2021,Senadores Nacionales,Titulares,1,Furque,Jose Alberto,M
Catamarca,Corriente De Pensamiento Bonaerense,2021,Senadores Nacionales,Titulares,2,Acosta,Claudia Josefina,F
Catamarca,Corriente De Pensamiento Bonaerense,2021,Senadores Nacionales,Suplentes,1,Reales,Juan Manuel,M
Catamarca,Corriente De Pensamiento Bonaerense,2021,Senadores Nacionales,Suplentes,2,Zapata,Anabella Rosa Del Valle,F
Catamarca,Frente Amplio Catamarqueño,2021,Diputados Nacionales,Titulares,1,Yazbek,Bernardo Ruben,M
Catamarca,Frente Amplio Catamarqueño,2021,Diputados Nacionales,Titulares,2,Pereyra,Maria Silvana,F
Catamarca,Frente Amplio Catamarqueño,2021,Diputados Nacionales,Titulares,3,Sanchez,Julio Cesar,M
Catamarca,Frente Amplio Catamarqueño,2021,Diputados Nacionales,Suplentes,1,Barrios,Sandra Paola,F
Catamarca,Frente Amplio Catamarqueño,2021,Diputados Nacionales,Suplentes,2,Llanos,Guido Ariel,M
Catamarca,Frente Amplio Catamarqueño,2021,Senadores Nacionales,Titulares,1,Baigorri,Fernando Daniel,M
Catamarca,Frente Amplio Catamarqueño,2021,Senadores Nacionales,Titulares,2,Diaz Vergara,Roxana Beatriz,F
Catamarca,Frente Amplio Catamarqueño,2021,Senadores Nacionales,Suplentes,1,Quintero,Miguel Alberto,M
Catamarca,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,1,Moreno,Maria Estela,F
Catamarca,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,2,Blanes,Daniel Humberto,M
Catamarca,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,3,Chazarreta,Olga Leonor,F
Catamarca,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,1,Perea,Jorge Facundo,M
Catamarca,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,2,Reartes,Carla Pamela,F
Catamarca,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,3,Sachetti,Luis Alberto,M
Catamarca,Frente De Izquierda Y De Trabajadores - Unidad,2021,Senadores Nacionales,Titulares,1,Lopez,Ariel Antonio,M
Catamarca,Frente De Izquierda Y De Trabajadores - Unidad,2021,Senadores Nacionales,Titulares,2,Diaz,Paola Beatriz,F
Catamarca,Frente De Izquierda Y De Trabajadores - Unidad,2021,Senadores Nacionales,Suplentes,1,Alanis,Mario Arnoldo Del Valle,M
Catamarca,Frente De Izquierda Y De Trabajadores - Unidad,2021,Senadores Nacionales,Suplentes,2,Velez,Paola Nicolasa,F
Catamarca,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Ginocchio,Silvana Micaela,F
Catamarca,Frente De Todos,2021,Diputados Nacionales,Titulares,2,Lopez Rodriguez,Dante Edgardo,M
Catamarca,Frente De Todos,2021,Diputados Nacionales,Titulares,3,Avila,Maria Fernanda,F
Catamarca,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Carrizo,Enzo Daniel,M
Catamarca,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Vazquez,Yanina Vanesa,F
Catamarca,Frente De Todos,2021,Diputados Nacionales,Suplentes,3,Veron,Nicolas Fernando,M
Catamarca,Frente De Todos,2021,Senadores Nacionales,Titulares,1,Corpacci,Lucia Benigna,F
Catamarca,Frente De Todos,2021,Senadores Nacionales,Titulares,2,Andrada,Guillermo Eduardo,M
Catamarca,Frente De Todos,2021,Senadores Nacionales,Suplentes,1,Segura,Andrea Valeria,F
Catamarca,Frente De Todos,2021,Senadores Nacionales,Suplentes,2,Moreno,Jorge Manuel,M
Catamarca,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,1,Monti,Francisco Manuel,M
Catamarca,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,2,Breppe,Patricia Irma,F
Catamarca,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,3,Sanchez,Pablo Ruben,M
Catamarca,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,1,Balmaceda,Claudia Yanel,F
Catamarca,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,2,Savio,Hector Orlando,M
Catamarca,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,3,Chayle,Vilma Judith,F
Catamarca,Juntos Por El Cambio,2021,Senadores Nacionales,Titulares,1,Fama,Flavio Sergio,M
Catamarca,Juntos Por El Cambio,2021,Senadores Nacionales,Titulares,2,Acevedo Liedelich,Silvina Maria,F
Catamarca,Juntos Por El Cambio,2021,Senadores Nacionales,Suplentes,1,Quintar,Bernardo David,M
Catamarca,Juntos Por El Cambio,2021,Senadores Nacionales,Suplentes,2,Brizuela,Johana Maribel,F
Chaco,Alianza Chaco Cambia + Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,1,Polini,Juan Carlos,M
Chaco,Alianza Chaco Cambia + Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,2,Quiroz,Maria Ines,F
Chaco,Alianza Chaco Cambia + Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,3,Picon Ponce,Julio Nicolas,M
Chaco,Alianza Chaco Cambia + Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,4,Ayala,Aida Beatriz Maxima,F
Chaco,Alianza Chaco Cambia + Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,1,Sevilla,Oscar Pedro,M
Chaco,Alianza Chaco Cambia + Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,2,Bisonni,Laura Faviana,F
Chaco,Alianza Chaco Cambia + Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,3,Bermegui,Sergio Raul,M
Chaco,Alianza Frente De Todos,2021,Diputados Nacionales,Titulares,1,Pedrini,Juan Manuel,M
Chaco,Alianza Frente De Todos,2021,Diputados Nacionales,Titulares,2,Chomiak,Maria Luisa,F
Chaco,Alianza Frente De Todos,2021,Diputados Nacionales,Titulares,3,Bolatti,Fabricio Nelson,M
Chaco,Alianza Frente De Todos,2021,Diputados Nacionales,Titulares,4,Cabrera,María Silvana,F
Chaco,Alianza Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Lazdin,Ricardo Ernesto,M
Chaco,Alianza Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Campo,Julieta Marisol,F
Chaco,Alianza Frente De Todos,2021,Diputados Nacionales,Suplentes,3,Stancheff,Gerardo Martin,M
Chaco,Alianza Frente Vamos Con Vos,2021,Diputados Nacionales,Titulares,1,Martinez Fidani,Carlos Omar,M
Chaco,Alianza Frente Vamos Con Vos,2021,Diputados Nacionales,Titulares,2,Romero,Natalia Antonia,F
Chaco,Alianza Frente Vamos Con Vos,2021,Diputados Nacionales,Titulares,3,Cuenca,Ramon,M
Chaco,Alianza Frente Vamos Con Vos,2021,Diputados Nacionales,Titulares,4,Cardozo,Sonia Andrea,F
Chaco,Alianza Frente Vamos Con Vos,2021,Diputados Nacionales,Suplentes,1,Benitez,Florencio Hector,M
Chaco,Alianza Frente Vamos Con Vos,2021,Diputados Nacionales,Suplentes,2,Cabrera,Patricia Vanina,F
Chaco,Alianza Frente Vamos Con Vos,2021,Diputados Nacionales,Suplentes,3,Aguirre,Juan Carlos,M
Chaco,Partido Del Obrero,2021,Diputados Nacionales,Titulares,1,Cobas,Claudio Ignacio,M
Chaco,Partido Del Obrero,2021,Diputados Nacionales,Titulares,2,Sanchez,Susana,F
Chaco,Partido Del Obrero,2021,Diputados Nacionales,Titulares,3,Ponce,Eric Jonathan,M
Chaco,Partido Del Obrero,2021,Diputados Nacionales,Titulares,4,Montenegro,Mara Candela,F
Chaco,Partido Del Obrero,2021,Diputados Nacionales,Suplentes,1,Deniz,Oscar Humberto,M
Chaco,Partido Del Obrero,2021,Diputados Nacionales,Suplentes,2,Salas,Samanta Ariela,F
Chaco,Partido Del Obrero,2021,Diputados Nacionales,Suplentes,3,Meza,Angel,M
Chaco,Partido Frente Integrador,2021,Diputados Nacionales,Titulares,1,Bacileff Ivanoff,Juan Carlos,M
Chaco,Partido Frente Integrador,2021,Diputados Nacionales,Titulares,2,Nuñez,Mary Gladys,F
Chaco,Partido Frente Integrador,2021,Diputados Nacionales,Titulares,3,Sandoval,Juan Carlos,M
Chaco,Partido Frente Integrador,2021,Diputados Nacionales,Titulares,4,Pilaga,Laura Josefina,F
Chaco,Partido Frente Integrador,2021,Diputados Nacionales,Suplentes,1,Picon,Benito Ramon Cesar,M
Chaco,Partido Frente Integrador,2021,Diputados Nacionales,Suplentes,2,Pocardich,Laura Beatriz,F
Chaco,Partido Frente Integrador,2021,Diputados Nacionales,Suplentes,3,Hernandez Wallace,Antonio Maria,M
Chaco,Accion Chaqueña,2019,Senadores Nacionales,Suplentes,1,Vega,Cinthia María Abigail,F
Chaco,Accion Chaqueña,2019,Senadores Nacionales,Suplentes,2,Vaca,Juan Manuel,M
Chaco,Accion Chaqueña,2019,Senadores Nacionales,Titulares,1,Acosta,Adela De Los Angeles,F
Chaco,Accion Chaqueña,2019,Senadores Nacionales,Titulares,2,Benitez,Pablo Josué,M
Chaco,Consenso Federal,2019,Senadores Nacionales,Suplentes,1,Obes,Walter Alejandro,M
Chaco,Consenso Federal,2019,Senadores Nacionales,Suplentes,2,Duarte,Clara Aurora,F
Chaco,Consenso Federal,2019,Senadores Nacionales,Titulares,1,Dib,Jose Enrique,M
Chaco,Consenso Federal,2019,Senadores Nacionales,Titulares,2,Cardozo,Sonia Andrea,F
Chaco,Frente De Todos,2019,Senadores Nacionales,Suplentes,1,Rodas,Antonio Jose,M
Chaco,Frente De Todos,2019,Senadores Nacionales,Suplentes,2,Panzardi,Claudia Lorena,F
Chaco,Frente De Todos,2019,Senadores Nacionales,Titulares,1,Capitanich,Jorge Milton,M
Chaco,Frente De Todos,2019,Senadores Nacionales,Titulares,2,Pilatti Vergara,Maria Ines Patricia Elizabeth,F
Chaco,Juntos Por El Cambio,2019,Senadores Nacionales,Suplentes,1,Urlich,Ayrtor Alain,M
Chaco,Juntos Por El Cambio,2019,Senadores Nacionales,Suplentes,2,Mierez,Sara Argentina,F
Chaco,Juntos Por El Cambio,2019,Senadores Nacionales,Titulares,1,Zimmermann,Victor,M
Chaco,Juntos Por El Cambio,2019,Senadores Nacionales,Titulares,2,Terada,Alicia,F
Chubut,Chubut Somos Todos,2021,Diputados Nacionales,Titulares,1,Puratich,Fabian Alejandro,M
Chubut,Chubut Somos Todos,2021,Diputados Nacionales,Titulares,2,Abril,Vanesa,F
Chubut,Chubut Somos Todos,2021,Diputados Nacionales,Suplentes,1,Gonzalez Raposeiras,Juan Fernando,M
Chubut,Chubut Somos Todos,2021,Diputados Nacionales,Suplentes,2,Johnson Taccari,Alejandra Marlene Denice,F
Chubut,Chubut Somos Todos,2021,Senadores Nacionales,Titulares,1,Massoni,Federico Norberto,M
Chubut,Chubut Somos Todos,2021,Senadores Nacionales,Titulares,2,Muñoz,Rosa Rosario,F
Chubut,Chubut Somos Todos,2021,Senadores Nacionales,Suplentes,1,Limarieri,Marcelo Horacio,M
Chubut,Chubut Somos Todos,2021,Senadores Nacionales,Suplentes,2,Papaianni,Ivana,F
Chubut,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Alianiello,Maria Eugenia,F
Chubut,Frente De Todos,2021,Diputados Nacionales,Titulares,2,De Bernardi,Rafael,M
Chubut,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Ravarotto,Natalia Soledad,F
Chubut,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Casanova,Guillermo Segundo,M
Chubut,Frente De Todos,2021,Senadores Nacionales,Titulares,1,Linares,Carlos Alberto,M
Chubut,Frente De Todos,2021,Senadores Nacionales,Titulares,2,Papaiani,Maria Florencia,F
Chubut,Frente De Todos,2021,Senadores Nacionales,Suplentes,1,Coliñir,Emanuel Rene,M
Chubut,Frente De Todos,2021,Senadores Nacionales,Suplentes,2,Montes Roberts,Monica Beatriz,F
Chubut,Frentedeizquierda,2021,Diputados Nacionales,Titulares,1,Gordiola,Daniela Alejandra,F
Chubut,Frentedeizquierda,2021,Diputados Nacionales,Titulares,2,Antillanca,Cesar Rolando,M
Chubut,Frentedeizquierda,2021,Diputados Nacionales,Suplentes,1,Dominguez,Maria Soledad,F
Chubut,Frentedeizquierda,2021,Diputados Nacionales,Suplentes,2,Catalan,Victor Daniel,M
Chubut,Frentedeizquierda,2021,Senadores Nacionales,Titulares,1,Saez,Gloria Fernanda,F
Chubut,Frentedeizquierda,2021,Senadores Nacionales,Titulares,2,Saez,Martin Nicolas,M
Chubut,Frentedeizquierda,2021,Senadores Nacionales,Suplentes,1,Rusconi,Maria Julieta,F
Chubut,Frentedeizquierda,2021,Senadores Nacionales,Suplentes,2,Ruiz,Daniel Oscar,M
Chubut,Juntos Por El Cambio Chubut,2021,Diputados Nacionales,Titulares,1,Romero,Ana Clara,F
Chubut,Juntos Por El Cambio Chubut,2021,Diputados Nacionales,Titulares,2,Menna,Alberto Gustavo,M
Chubut,Juntos Por El Cambio Chubut,2021,Diputados Nacionales,Suplentes,1,Dominguez,Maria Eugenia,F
Chubut,Juntos Por El Cambio Chubut,2021,Diputados Nacionales,Suplentes,2,Cabrera,Claudio Ramon,M
Chubut,Juntos Por El Cambio Chubut,2021,Senadores Nacionales,Titulares,1,Torres,Ignacio Agustin,M
Chubut,Juntos Por El Cambio Chubut,2021,Senadores Nacionales,Titulares,2,Terenzi,Edith Elizabeth,F
Chubut,Juntos Por El Cambio Chubut,2021,Senadores Nacionales,Suplentes,1,Taccetta,Matias Federico,M
Chubut,Juntos Por El Cambio Chubut,2021,Senadores Nacionales,Suplentes,2,Cristina,Andrea Marcela,F
Chubut,Partido Independiente Del Chubut,2021,Diputados Nacionales,Titulares,1,Frias,Maira Raquel,F
Chubut,Partido Independiente Del Chubut,2021,Diputados Nacionales,Titulares,2,Rubia,Antonio Marcelo,M
Chubut,Partido Independiente Del Chubut,2021,Diputados Nacionales,Suplentes,1,Mermoud,Rosa Isabel,F
Chubut,Partido Independiente Del Chubut,2021,Diputados Nacionales,Suplentes,2,Alarcon Muñoz,Samuel Alfredo,M
Chubut,Partido Independiente Del Chubut,2021,Senadores Nacionales,Titulares,1,Treffinger,Cesar Hernan,M
Chubut,Partido Independiente Del Chubut,2021,Senadores Nacionales,Titulares,2,Toro,Andrea Alejandra,F
Chubut,Partido Independiente Del Chubut,2021,Senadores Nacionales,Suplentes,1,Paillacar Vasquez,Ruben Armando,M
Chubut,Partido Independiente Del Chubut,2021,Senadores Nacionales,Suplentes,2,Nieva,Vanesa Elizabeth,F
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,1,Milei,Javier Gerardo,M
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,2,Villarruel,Victoria Eugenia,F
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,3,Emma,Nicolas Mario,M
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,4,Araujo,Maria Fernanda,F
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,5,Durini,Carlos Gustavo,M
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,6,Chediack,Alicia,F
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,7,Mac Louglin,Guillermo Heriberto,M
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,8,Malbran,Clara Ines,F
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,9,Santurio Rodriguez,Santiago Javier,M
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,10,Evaristo,Alejandra Nieves,F
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,11,Alberdi Peña Vera,Gaston Lucas,M
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,12,Loto,Rosana Maria,F
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Titulares,13,Spagnuolo,Diego Orlando,M
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Suplentes,1,Acosta,Maria Fernanda,F
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Suplentes,2,Romero,Denis Fernando,M
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Suplentes,3,Grosman,Lea Vanesa,F
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Suplentes,4,Naranjo,Rodrigo Martin,M
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Suplentes,5,Quintela,Patricia Cristina,F
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Suplentes,6,Dimotta,Fabian Emmanuel,M
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Suplentes,7,Picasso,Miriam Estela,F
Ciudad Autónoma de Buenos Aires,Alianza Avanza La Libertad,2021,Diputados Nacionales,Suplentes,8,,,M
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,1,Zamora,Luis Fernando,M
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,2,Peyras Villarino,Virginia Florencia,F
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,3,Vilardo,Fernando Pablo,M
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,4,Fava Castro,Alejandra Gabriela,F
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,5,Sallustio,Sergio Adrian,M
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,6,Dalia,Maria Jose,F
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,7,Macchi,Facundo Alberto Sandro,M
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,8,Ludueña,Diana Andrea,F
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,9,Pedulla,Gustavo Javier,M
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,10,Amerio,Maria Victoria,F
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,11,Benitez Escurra,Hugo Marcial,M
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,12,Milstein,Mariela Judith,F
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Titulares,13,Carlevaro,Federico,M
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Suplentes,1,Benitez,Maria De La Paz,F
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Suplentes,2,Parra,Adriano Andres,M
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Suplentes,3,Wilcke,Paola Victoria,F
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Suplentes,4,Gonzalez,Matias Sergio,M
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Suplentes,5,Urtubey,Martha Hilda,F
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Suplentes,6,Cera,Jorge Manuel De La,M
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Suplentes,7,Rosenman Cordeu,Lucia Anahi,F
Ciudad Autónoma de Buenos Aires,Autodeterminación Y Libertad,2021,Diputados Nacionales,Suplentes,8,Martinez,Roberto Arturo,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,1,Bregman,Myriam Teresa,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,2,Ramal,Fernando Sebastián,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,3,Biasi,Vanina Natalia,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,4,Adaro,Jorge Daniel,M
