Provincia,Alianza,Año elección,Cargo,Subcategoria Cargo,Posicion,Apellido,Nombres,Género
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,5,Mendieta,Maria De Las Mercedes De,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,6,Del Corro,Patricio,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,7,Fierro,Maria Celeste,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,8,Miño,Facundo Ariel,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,9,D'Atri,Andrea Iris,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,10,Castillo,Jose Ernesto,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,11,Celotto,Ileana Amanda Elena Lidia,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,12,Anino,Pablo Martin,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Titulares,13,Marrone,Laura Enda,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Suplentes,1,Sartore,Pablo Daniel Carlos,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Suplentes,2,Navarro Palacios,Alicia,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Suplentes,3,Lipcovich,Alejandro Pablo,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Suplentes,4,Martin,Amanda,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Suplentes,5,Saccone,Reynaldo Andres,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Suplentes,6,Valverde,Ana Maria,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Suplentes,7,Brat,Martin,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Trabajadores- Unidad,2021,Diputados Nacionales,Suplentes,8,Itabel,Mariela Lorena,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Santoro,Leandro Jorge,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,2,Marziotta,Maria Gisela,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,3,Heller,Carlos Salomon,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,4,Pokoik Garcia,Lorena Iris,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,5,Tombolini,Matias Raul,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,6,Barros,Maria Cecilia,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,7,Lozano,Claudio Raul,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,8,Flores,Jacqueline Andrea,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,9,Pianelli,Roberto Claudio,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,10,Rachid,Maria De La Cruz,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,11,Colombano,Victor Jose,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,12,Fernandez,Magali Sol,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Titulares,13,Orlando,Marcelo Hector,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Brugo Marco,Nina Isabel,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Luongo,Mariano Francisco Alberto,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Suplentes,3,Lopez Monja,Carina Mara,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Suplentes,4,Guarido,Julio Cesar,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Suplentes,5,Zelaya,Maria Eugenia,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Suplentes,6,Sanvitale,Luis Alberto,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Suplentes,7,Giaganti,Silvina Claudia,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2021,Diputados Nacionales,Suplentes,8,Barrios,Alejandro Raul,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,1,Vidal,Maria Eugenia,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,2,Tetaz,Martin Alberto,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,3,Oliveto Lago,Paula Mariana,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,4,Lopez Murphy,Ricardo Hipolito,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,5,Carrizo,Ana Carla,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,6,Iglesias,Fernando Adolfo,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,7,Ajmechet,Sabrina Carlota,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,8,Sanchez,Fernando,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,9,Pitta Alvarez,Sandra Irene,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,10,Walter,Pablo Hector,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,11,Ruiz,Sandra Claudia,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,12,Lazzari,Gustavo Daniel,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,13,Teuly,Florencia,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,1,Abrevaya,Sergio Fernando,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,2,Mari Hernandez,Ana Laura,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,3,Fernandez Bertuzzi,Agustin Rafael,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,4,Talerico,Maria Eugenia,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,5,Alfonsin,Juan,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,6,Verguizas,Agustina,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,7,Rinaldi Torres,Franco Victorio,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,8,Manfredi,Camila,F
Ciudad Autónoma de Buenos Aires,Consenso Federal,2019,Senadores Nacionales,Suplentes,1,Peres Lerea,Leandro David,M
Ciudad Autónoma de Buenos Aires,Consenso Federal,2019,Senadores Nacionales,Suplentes,2,Lubertino,Monica Alicia,F
Ciudad Autónoma de Buenos Aires,Consenso Federal,2019,Senadores Nacionales,Titulares,1,Marra,Ramiro Daniel,M
Ciudad Autónoma de Buenos Aires,Consenso Federal,2019,Senadores Nacionales,Titulares,2,Romero,Luciana Yanina,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Los Trabajadores - Unidad,2019,Senadores Nacionales,Suplentes,1,Corro,Patricio Del,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Los Trabajadores - Unidad,2019,Senadores Nacionales,Suplentes,2,Alaniz,Liliana Alejandra,F
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Los Trabajadores - Unidad,2019,Senadores Nacionales,Titulares,1,Adaro,Jorge Daniel,M
Ciudad Autónoma de Buenos Aires,Frente De Izquierda Y De Los Trabajadores - Unidad,2019,Senadores Nacionales,Titulares,2,Gentile,Jesica Lorena,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2019,Senadores Nacionales,Suplentes,1,Junio,Juan Carlos Isaac,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2019,Senadores Nacionales,Suplentes,2,Herrera,Marisa,F
Ciudad Autónoma de Buenos Aires,Frente De Todos,2019,Senadores Nacionales,Titulares,1,Recalde,Mariano,M
Ciudad Autónoma de Buenos Aires,Frente De Todos,2019,Senadores Nacionales,Titulares,2,Barrancos,Dora Beatriz,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2019,Senadores Nacionales,Suplentes,1,Quintana,Mario Eugenio,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2019,Senadores Nacionales,Suplentes,2,Agostini,Marta Lucia,F
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2019,Senadores Nacionales,Titulares,1,Lousteau,Martin,M
Ciudad Autónoma de Buenos Aires,Juntos Por El Cambio,2019,Senadores Nacionales,Titulares,2,Tagliaferri,Guadalupe,F
Ciudad Autónoma de Buenos Aires,Unite Por La Libertad Y La Dignidad,2019,Senadores Nacionales,Suplentes,1,Rubini,Hector Juan,M
Ciudad Autónoma de Buenos Aires,Unite Por La Libertad Y La Dignidad,2019,Senadores Nacionales,Titulares,1,Racana,Raul Oscar,M
Ciudad Autónoma de Buenos Aires,Unite Por La Libertad Y La Dignidad,2019,Senadores Nacionales,Titulares,2,Astuena,Maria Alejandra,F
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Titulares,1,Garcia Elorrio,Aurelio Francisco,M
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Titulares,2,Moscoso Cardoso,María Amelia,F
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Titulares,3,Grosso,Gerardo Jose,M
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Titulares,4,Ponte,Paula,F
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Titulares,5,Condori,Ricardo Ivan,M
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Titulares,6,Orellana Ahumada,Candela,F
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Titulares,7,Anglada Allende,Agustin Nicolas,M
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Titulares,8,Arguello,Claudia Marcela,F
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Titulares,9,Ancarani,Esteban Vicente,M
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Suplentes,1,Perrin,Noelia,F
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Suplentes,2,Sileone,Juan Jose,M
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Suplentes,3,Moretta,Gabriela Carolina,F
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Suplentes,4,Montivero,Pablo Sebastian,M
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Suplentes,5,Tavano,Laura Mabel,F
Córdoba,Encuentro Vecinal Cordoba,2021,Diputados Nacionales,Suplentes,6,Garay,Julio Daniel,M
Córdoba,Encuentro Vecinal Cordoba,2021,Senadores Nacionales,Titulares,1,Quinteros,Juan Pablo,M
Córdoba,Encuentro Vecinal Cordoba,2021,Senadores Nacionales,Titulares,2,Vacchetta,Elena Maria De Las Mercedes,F
Córdoba,Encuentro Vecinal Cordoba,2021,Senadores Nacionales,Suplentes,1,Orgaz,Cesar Augusto,M
Córdoba,Encuentro Vecinal Cordoba,2021,Senadores Nacionales,Suplentes,2,Lopez,Graciela Beatriz,F
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,1,Olivero,Maria Liliana,F
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,2,Benitez Vieyra,Santiago Miguel,M
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,3,Echevarria,Luciana Gabriela,F
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,4,Navarro,Jorge Luis,M
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,5,Argañaraz,María Noel,F
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,6,Vacchiani,Gaston,M
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,7,Diaz Garcia,Soledad Cristina,F
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,8,Wagner,Federico Guillermo,M
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,9,Aguero,Noelia Beatriz,F
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,1,Gea,Nestor Juan,M
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,2,Martin,Marcela Alejandra,F
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,3,Folchieri,Sergio Ignacio,M
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,4,Vieyra,Rocio Belen,F
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,5,Ponce,Juan Gabriel,M
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,6,Beltrame,Mara Laura,F
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Senadores Nacionales,Titulares,1,Vilches,Laura,F
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Senadores Nacionales,Titulares,2,Leytes,Alfredo Roberto,M
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Senadores Nacionales,Suplentes,1,Pereyra,Ana Beatriz,F
Córdoba,Frente De Izquierda Y De Trabajadores - Unidad,2021,Senadores Nacionales,Suplentes,2,Rodriguez Ricciardi,Nahuel Hernan,M
Córdoba,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Gill,Martin Rodrigo,M
Córdoba,Frente De Todos,2021,Diputados Nacionales,Titulares,2,Riutort Lopez,Olga Elena,F
Córdoba,Frente De Todos,2021,Diputados Nacionales,Titulares,3,Carro,Jose Pablo,M
Córdoba,Frente De Todos,2021,Diputados Nacionales,Titulares,4,Bustos,Ilda,F
Córdoba,Frente De Todos,2021,Diputados Nacionales,Titulares,5,Graglia,Natalio Osvaldo,M
Córdoba,Frente De Todos,2021,Diputados Nacionales,Titulares,6,Mattoni,Francisca,F
Córdoba,Frente De Todos,2021,Diputados Nacionales,Titulares,7,Mazzalay,Gaston Emanuel,M
Córdoba,Frente De Todos,2021,Diputados Nacionales,Titulares,8,Brarda,Graciela Susana,F
Córdoba,Frente De Todos,2021,Diputados Nacionales,Titulares,9,Tomatis,Noel Gastón,M
Córdoba,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Henze,Glenda Silvana,F
Córdoba,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Abramenia,Cesar Osvaldo,M
Córdoba,Frente De Todos,2021,Diputados Nacionales,Suplentes,3,Calvetti,Maria Luz,F
Córdoba,Frente De Todos,2021,Diputados Nacionales,Suplentes,4,Tissera,Pablo Martin,M
Córdoba,Frente De Todos,2021,Diputados Nacionales,Suplentes,5,Dal Bo,Sandra Leda,F
Córdoba,Frente De Todos,2021,Diputados Nacionales,Suplentes,6,Armella,Facundo Matias,M
Córdoba,Frente De Todos,2021,Senadores Nacionales,Titulares,1,Caserio,Carlos Alberto,M
Córdoba,Frente De Todos,2021,Senadores Nacionales,Titulares,2,Estevez,Gabriela Beatriz,F
Córdoba,Frente De Todos,2021,Senadores Nacionales,Suplentes,1,Galvan,Thiago,M
Córdoba,Frente De Todos,2021,Senadores Nacionales,Suplentes,2,Mandakovic,Maria Ana,F
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Titulares,1,De La Sota,Natalia,F
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Titulares,2,Garcia Aresca,Ignacio José,M
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Titulares,3,Marquez,Claudia Gabriela,F
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Titulares,4,Busso,Sergio Sebastian,M
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Titulares,5,Martinez,Claudia Roxana,F
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Titulares,6,Brandan,Gustavo Horacio,M
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Titulares,7,Vidal,Cristina Elizabeth,F
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Titulares,8,Guaschino,Fabio Hernan,M
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Titulares,9,Caceres,Rosalia Beatriz,F
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Suplentes,1,Musso,Gabriel Jose,M
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Suplentes,2,Rosso,Eva Beatriz,F
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Suplentes,3,Farias,Claudio Sebastian,M
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Suplentes,4,Gualda,Teresa De Los Angeles,F
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Suplentes,5,Fittipaldi,Sergio Nicolas,M
Córdoba,Hacemos Por Cordoba,2021,Diputados Nacionales,Suplentes,6,Zanotto,Ana Maria,F
Córdoba,Hacemos Por Cordoba,2021,Senadores Nacionales,Titulares,1,Vigo,Alejandra Maria,F
Córdoba,Hacemos Por Cordoba,2021,Senadores Nacionales,Titulares,2,Accastello,Eduardo Luis,M
Córdoba,Hacemos Por Cordoba,2021,Senadores Nacionales,Suplentes,1,Aquino,Julieta,F
Córdoba,Hacemos Por Cordoba,2021,Senadores Nacionales,Suplentes,2,Lopez,Isaac,M
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,1,De Loredo,Rodrigo Alfredo,M
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,2,Carrizo,Maria Soledad,F
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,3,Baldassi,Hector Walter,M
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,4,Rodriguez Machado,Laura Elena,F
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,5,Santos,Jose Gustavo,M
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,6,Brouwer De Koning,Gabriela Virginia,F
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,7,Agost Carreño,Oscar,M
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,8,Ispizua,Mariana,F
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,9,Bria,Jose Alberto,M
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,1,Moreno Zamanillo,Yanina,F
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,2,Abdala,Cesar Elias,M
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,3,Roffe,Maria Cecilia,F
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,4,Mestre,Ramon Javier,M
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,5,Arias,Beatriz Elisabet,F
Córdoba,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,6,Carranza Torres,Martin Jose,M
Córdoba,Juntos Por El Cambio,2021,Senadores Nacionales,Titulares,1,Juez,Luis Alfredo,M
Córdoba,Juntos Por El Cambio,2021,Senadores Nacionales,Titulares,2,Alvarez,Carmen Silvia,F
Córdoba,Juntos Por El Cambio,2021,Senadores Nacionales,Suplentes,1,Martinez Carignano,Ernesto Felix,M
Córdoba,Juntos Por El Cambio,2021,Senadores Nacionales,Suplentes,2,Vagni,Amalia Andrea,F
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Titulares,1,Petetta,Ruben Daniel,M
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Titulares,2,Lagger,Maria Cristina,F
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Titulares,3,Juarez Villanueva,Juan Martin,M
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Titulares,4,Louet,Daniela Del Valle,F
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Titulares,5,Funes Pireddu,Fernando David,M
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Titulares,6,Amarillo,Noemi Angelica,F
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Titulares,7,Pierluca,Franco Matias,M
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Titulares,8,Barrera,Liliana Mabel,F
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Titulares,9,Rustici,Jesus Damian,M
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Suplentes,1,Contardo,Daniela Del Valle,F
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Suplentes,2,Agüero,Eduardo,M
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Suplentes,3,Pucheta,Nora Haidee,F
Córdoba,La Libertad Avanza,2021,Diputados Nacionales,Suplentes,4,Almada,Edvar Jorge,M
Córdoba,La Libertad Avanza,2021,Senadores Nacionales,Titulares,1,Gordillo,Maria Eugenia,F
Córdoba,La Libertad Avanza,2021,Senadores Nacionales,Titulares,2,Rigatuso,Enrique Jose,M
Córdoba,La Libertad Avanza,2021,Senadores Nacionales,Suplentes,1,Zadoff,Marcela Beatriz,F
Córdoba,La Libertad Avanza,2021,Senadores Nacionales,Suplentes,2,Romero,Humberto Antonio,M
Córdoba,Union Popular Federal,2021,Diputados Nacionales,Titulares,1,Scala,Jorge Rafael,M
Córdoba,Union Popular Federal,2021,Diputados Nacionales,Titulares,2,Welner,Daniela,F
Córdoba,Union Popular Federal,2021,Diputados Nacionales,Titulares,3,Taborda,Victor Ruben,M
Córdoba,Union Popular Federal,2021,Diputados Nacionales,Titulares,4,Lopez,Virginia Del Carmen,F
Córdoba,Union Popular Federal,2021,Diputados Nacionales,Titulares,5,Luque,Ariel German,M
Córdoba,Union Popular Federal,2021,Diputados Nacionales,Titulares,6,Olmos,Barbara Elena,F
Córdoba,Union Popular Federal,2021,Diputados Nacionales,Titulares,7,Losano,Abelardo,M
Córdoba,Union Popular Federal,2021,Diputados Nacionales,Titulares,8,Guzman,Silvia Alejandra,F
Córdoba,Union Popular Federal,2021,Diputados Nacionales,Titulares,9,Diaz,Sergio Ruben,M
Córdoba,Union Popular Federal,2021,Diputados Nacionales,Suplentes,1,Ceballo,Maria Alicia,F
Córdoba,Union Popular Federal,2021,Diputados Nacionales,Suplentes,2,Osores,Armando Gavino,M
Córdoba,Union Popular Federal,2021,Senadores Nacionales,Titulares,1,Spaccesi,Agustin Alejandro,M
Córdoba,Union Popular Federal,2021,Senadores Nacionales,Titulares,2,Nemer Pelliza,Ana Gabriela,F
Córdoba,Union Popular Federal,2021,Senadores Nacionales,Suplentes,1,Gimenez,Jorge Domingo,M
Córdoba,Union Popular Federal,2021,Senadores Nacionales,Suplentes,2,Carana,Debora Soledad,F
Corrientes,Alianza Frente De Todos,2021,Diputados Nacionales,Titulares,1,Romero,Jorge Antonio,M
Corrientes,Alianza Frente De Todos,2021,Diputados Nacionales,Titulares,2,Gauna,Ana Maria Marlene,F
Corrientes,Alianza Frente De Todos,2021,Diputados Nacionales,Titulares,3,Sananez,Jose Carlos,M
Corrientes,Alianza Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Espindola,Maria Jose Itati,F
Corrientes,Alianza Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Solis,Edgardo Daniel,M
Corrientes,Alianza Frente De Todos,2021,Diputados Nacionales,Suplentes,3,Caruso,Lilian,F
Corrientes,Alianza Frente De Todos,2021,Senadores Nacionales,Titulares,1,Espinola,Carlos Mauricio,M
Corrientes,Alianza Frente De Todos,2021,Senadores Nacionales,Titulares,2,Almiron,Ana Claudia,F
Corrientes,Alianza Frente De Todos,2021,Senadores Nacionales,Suplentes,1,Molina,Luis Gonzalo Omar,M
Corrientes,Alianza Frente De Todos,2021,Senadores Nacionales,Suplentes,2,Martelli,Cristina Natalia,F
Corrientes,Alianza Vamos Con Vos,2021,Diputados Nacionales,Titulares,1,Lagraña,Silvana Rocio,F
Corrientes,Alianza Vamos Con Vos,2021,Diputados Nacionales,Titulares,2,Almada,Juan Pantaleon Eugenio,M
Corrientes,Alianza Vamos Con Vos,2021,Diputados Nacionales,Titulares,3,Perez,Alejandra Natividad,F
Corrientes,Alianza Vamos Con Vos,2021,Diputados Nacionales,Suplentes,1,Cantero,Ivo Ivan,M
Corrientes,Alianza Vamos Con Vos,2021,Diputados Nacionales,Suplentes,2,Almada,Maria Hilda,F
Corrientes,Alianza Vamos Con Vos,2021,Diputados Nacionales,Suplentes,3,Tuama,Ramon Oscar,M
Corrientes,Alianza Vamos Con Vos,2021,Senadores Nacionales,Titulares,1,Romero,Maria Eva,F
Corrientes,Alianza Vamos Con Vos,2021,Senadores Nacionales,Titulares,2,Peralta,German Gustavo,M
Corrientes,Alianza Vamos Con Vos,2021,Senadores Nacionales,Suplentes,1,Aguirre,Maria Del Rosario,F
Corrientes,Alianza Vamos Con Vos,2021,Senadores Nacionales,Suplentes,2,Rojas,Victor Omar,M
Corrientes,Compromiso Federal,2021,Diputados Nacionales,Titulares,1,Godoy,Anibal Daniel,M
Corrientes,Compromiso Federal,2021,Diputados Nacionales,Titulares,2,Caminos,Leticia Maria,F
Corrientes,Compromiso Federal,2021,Diputados Nacionales,Titulares,3,Novello,José Fernando,M
Corrientes,Compromiso Federal,2021,Diputados Nacionales,Suplentes,1,Sanchez,Luisa Juana Del Rosario,F
Corrientes,Compromiso Federal,2021,Diputados Nacionales,Suplentes,2,Martinoli,Jose Miguel,M
